mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	491				16			
45	44	131	131	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	492				16			
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	493				16			
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	494				16			
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	495				16			
45	44	132	132	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	496				16			
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	497				16			
45	44	259/2	259/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	498							
46	45	265/2	265/2	0.0	0	0	Dynamic	6/8	1	1	0					pp			16			
46	45	265/2	265/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	499				16			
46	45	531/4	531/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	500				16			
46	45	133	133	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	501				16			
46	45	533/4	533/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	502				16			
46	45	267/2	267/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	503				16			
46	45	535/4	535/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	504				16			
46	45	134	134	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	505				16			
46	45	537/4	537/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	506				16			
46	45	269/2	269/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	507				16			
46	45	539/4	539/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	508				16			
46	45	135	135	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	509				16			
46	45	541/4	541/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	510				16			
47	46	271/2	271/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	511				16			
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	512				16			
47	46	136	136	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	513				16			
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	514				16			
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	515				16			
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	516				16			
47	46	137	137	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	517				16			
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	518				16			
47	46	275/2	275/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	519				16			
47	46	551/4	551/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	520				16			
47	46	138	138	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	521				16			
47	46	553/4	553/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	522							
48	47	277/2	277/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	523		articStaccatoAbove					
48	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	524		articStaccatoAbove					
48	47	140	140	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	525		articStaccatoAbove					
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	526		articStaccatoAbove					
48	47	277/2	277/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	527				17			
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	528				17			
48	47	139	139	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	529				17			
48	47	557/4	557/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	530				17			
48	47	279/2	279/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	531				17			
48	47	559/4	559/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	532				17			
48	47	140	140	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	533				17			
48	47	561/4	561/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	534				17			
48	47	281/2	281/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	535				17			
48	47	563/4	563/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	536				17			
48	47	141	141	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	537				17			
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	538							
49	48	283/2	283/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	539		articStaccatoAbove					
49	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	540		articStaccatoAbove					
49	48	143	143	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	541		articStaccatoAbove					
49	48	144	144	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	542		articStaccatoAbove					
49	48	283/2	283/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	543							
49	48	567/4	567/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	544							
49	48	142	142	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	545							
49	48	569/4	569/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	546							
49	48	285/2	285/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	547							
49	48	571/4	571/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	548							
49	48	143	143	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	549							
49	48	573/4	573/4	0.0	7/16	7/16	Spanner	6/8	2	1	0											3
49	48	573/4	573/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	550							3
49	48	287/2	287/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	551							3
49	48	575/4	575/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	552							3
49	48	144	144	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	553							3
49	48	577/4	577/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	554							3
50	49	289/2	289/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	555		articStaccatoAbove					
50	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	556		articStaccatoAbove					
50	49	146	146	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	557		articStaccatoAbove					
50	49	147	147	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	558		articStaccatoAbove					
50	49	289/2	289/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	559							3
50	49	579/4	579/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	560							3
50	49	145	145	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	561							3
50	49	581/4	581/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	562							3
50	49	291/2	291/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	563							3
50	49	583/4	583/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	564							3
50	49	146	146	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	565							3
50	49	585/4	585/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	566							3
50	49	293/2	293/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	567							3
50	49	587/4	587/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	568							3
50	49	147	147	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	569							3
50	49	589/4	589/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	570							3
51	50	295/2	295/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	571		articStaccatoAbove					
51	50	297/2	297/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	572		articStaccatoAbove					
51	50	149	149	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	573		articStaccatoAbove					
51	50	150	150	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	574		articStaccatoAbove					
51	50	295/2	295/2	0.0	0	0	Spanner	6/8	2	1	0											
51	50	295/2	295/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	575							
51	50	591/4	591/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	576							
51	50	148	148	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	577							
51	50	593/4	593/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	578							
51	50	297/2	297/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	579							
51	50	595/4	595/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	580							
51	50	149	149	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	581							
51	50	597/4	597/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	582							
51	50	299/2	299/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	583							
51	50	599/4	599/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	584							
51	50	150	150	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	585							
51	50	601/4	601/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	586							
52	51	301/2	301/2	0.0	0	0	Dynamic	6/8	1	1	0					pp						
52	51	301/2	301/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	587		articStaccatoAbove					
52	51	303/2	303/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	588		articStaccatoAbove					
52	51	152	152	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	589		articStaccatoAbove					
52	51	153	153	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	590		articStaccatoAbove					
52	51	301/2	301/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	591							
52	51	603/4	603/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	592							
52	51	151	151	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	593							
52	51	605/4	605/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	594							
52	51	303/2	303/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	595							
52	51	607/4	607/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	596							
52	51	152	152	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	597							
52	51	609/4	609/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	598							
52	51	305/2	305/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	599							
52	51	611/4	611/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	600							
52	51	153	153	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	601							
52	51	613/4	613/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	602							
53	52	307/2	307/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	603		articStaccatoAbove					
53	52	309/2	309/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	604		articStaccatoAbove					
53	52	155	155	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	605		articStaccatoAbove					
53	52	156	156	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	606		articStaccatoAbove					
53	52	307/2	307/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	607							
53	52	615/4	615/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	608							
53	52	154	154	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	609							
53	52	617/4	617/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	610							
53	52	309/2	309/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	611							
53	52	619/4	619/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	612							
53	52	155	155	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	613							
53	52	621/4	621/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	614							
53	52	311/2	311/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	615							
53	52	623/4	623/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	616							
53	52	156	156	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	617							
53	52	625/4	625/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	618							
54	53	313/2	313/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	619		articStaccatoAbove					
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	620		articStaccatoAbove					
54	53	158	158	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	621		articStaccatoAbove					
54	53	159	159	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	622		articStaccatoAbove					
54	53	313/2	313/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	623							
54	53	627/4	627/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	624							
54	53	157	157	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	625							
54	53	629/4	629/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	626							
54	53	315/2	315/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	627							
54	53	631/4	631/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	628							
54	53	158	158	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	629							
54	53	633/4	633/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	630							
54	53	317/2	317/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	631							
54	53	635/4	635/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	632							
54	53	159	159	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	633							
54	53	637/4	637/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	634							
55	54	319/2	319/2	0.0	0	0	Spanner	6/8	1	1	0											4
55	54	319/2	319/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	635		articAccentAbove					4
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	636		articAccentAbove					4
55	54	161	161	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	637		articAccentAbove					4
55	54	162	162	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	638		articAccentAbove					4
55	54	319/2	319/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	639		articAccentAbove					
55	54	639/4	639/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	640							
55	54	160	160	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	641							
55	54	641/4	641/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	642							
55	54	321/2	321/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	643		articAccentAbove					
55	54	643/4	643/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	644							
55	54	161	161	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	645		articAccentAbove					
55	54	645/4	645/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	646							
55	54	323/2	323/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	647							
55	54	647/4	647/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	648							
55	54	162	162	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	649		articAccentAbove					
55	54	649/4	649/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	650							
56	55	325/2	325/2	0.0	0	0	Dynamic	6/8	1	1	0					ff						
56	55	325/2	325/2	0.0	0	0	Spanner	6/8	1	1	0											
56	55	325/2	325/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	651				18			
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	652				18			
56	55	164	164	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	653				18			
56	55	165	165	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	654				18			
56	55	325/2	325/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	655				19			
56	55	651/4	651/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	656				19			
56	55	163	163	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	657				19			
56	55	653/4	653/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	658				19			
56	55	327/2	327/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	659				19			
56	55	655/4	655/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	660				19			
56	55	164	164	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	661				19			
56	55	657/4	657/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	662				19			
56	55	329/2	329/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	663				19			
56	55	659/4	659/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	664				19			
56	55	165	165	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	665				19			
56	55	661/4	661/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	666							
57	56	331/2	331/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	667				18			
57	56	333/2	333/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	668				18			
57	56	167	167	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	669				18			
57	56	168	168	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	670							
57	56	331/2	331/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	671				20			
57	56	663/4	663/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	672				20			
57	56	166	166	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	673				20			
57	56	665/4	665/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	674				20			
57	56	333/2	333/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	675				20			
57	56	667/4	667/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	676				20			
57	56	167	167	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	677				20			
57	56	669/4	669/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	678				20			
57	56	335/2	335/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	679				20			
57	56	671/4	671/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	680				20			
57	56	168	168	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	681				20			
57	56	673/4	673/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	682							
58	57	337/2	337/2	0.0	0	0	Dynamic	6/8	1	1	0					p						
58	57	337/2	337/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	683		articStaccatoAbove					
58	57	169	169	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	684		articStaccatoAbove					
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	685		articStaccatoAbove					
58	57	170	170	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	686		articStaccatoAbove					
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	687		articStaccatoAbove					
58	57	171	171	0.0	5/8	5/8	Dynamic	6/8	1	1	0					sfz						
58	57	171	171	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	688							
58	57	337/2	337/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	689							
58	57	169	169	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	690		articStaccatoBelow					
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	691		articStaccatoBelow					
58	57	170	170	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	692		articStaccatoBelow					
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	693		articStaccatoBelow					
58	57	171	171	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	694							
59	58	343/2	343/2	0.0	0	0	Dynamic	6/8	1	1	0					p						
59	58	343/2	343/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	695		articStaccatoAbove					
59	58	172	172	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	696		articStaccatoAbove					
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	697		articStaccatoAbove					
59	58	173	173	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	698		articStaccatoAbove					
59	58	347/2	347/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	699		articStaccatoAbove					
59	58	174	174	0.0	5/8	5/8	Dynamic	6/8	1	1	0					sfz						
59	58	174	174	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	700							
59	58	343/2	343/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	701		articStaccatoAbove					
59	58	172	172	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	702		articStaccatoAbove					
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	703		articStaccatoAbove					
59	58	173	173	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	704		articStaccatoAbove					
59	58	347/2	347/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	705		articStaccatoAbove					
59	58	174	174	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	706							
60	59	349/2	349/2	0.0	0	0	Dynamic	6/8	1	1	0					p						
60	59	349/2	349/2	0.0	0	0	Spanner	6/8	1	1	0											5
60	59	349/2	349/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	707		articStaccatoAbove					5
60	59	175	175	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	708		articStaccatoAbove					5
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	709		articStaccatoAbove					5
60	59	176	176	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	710		articStaccatoAbove					5
60	59	353/2	353/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	711		articStaccatoAbove					5
60	59	177	177	0.0	5/8	5/8	Dynamic	6/8	1	1	0					ff						
60	59	177	177	0.0	5/8	5/8	Spanner	6/8	1	1	0											
60	59	177	177	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	712		articAccentAbove					
60	59	349/2	349/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	713		articStaccatoAbove					
60	59	175	175	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	714		articStaccatoAbove					
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	715		articStaccatoAbove					
60	59	176	176	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	716		articStaccatoAbove					
60	59	353/2	353/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	717		articStaccatoAbove					
60	59	177	177	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	718		articAccentAbove					
61	60	355/2	355/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	719		articAccentAbove					
61	60	178	178	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	720		articAccentAbove					
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	721		articAccentAbove					
61	60	179	179	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	722		articAccentAbove					
