mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
61	60	359/2	359/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	723		articAccentAbove					
61	60	180	180	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	724		articAccentAbove					
61	60	355/2	355/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	725		articAccentAbove					
61	60	178	178	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	726		articAccentAbove					
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	727		articAccentAbove					
61	60	179	179	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	728		articAccentAbove					
61	60	359/2	359/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	729		articAccentAbove					
61	60	180	180	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	730		articAccentAbove					
62	61	361/2	361/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	731		articAccentBelow					
62	61	181	181	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	732		articAccentBelow					
62	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	733		articAccentBelow					
62	61	182	182	0.375	3/8	3/8	Chord	6/8	1	1	3/32		1/8	3/4	734		articAccentBelow					
62	61	1459/8	1459/8	0.375	15/32	15/32	Chord	6/8	1	1	3/32		1/8	3/4	735		articAccentBelow					
62	61	731/4	731/4	0.375	9/16	9/16	Chord	6/8	1	1	3/32		1/8	3/4	736		articAccentBelow					
62	61	1465/8	1465/8	0.375	21/32	21/32	Chord	6/8	1	1	3/32		1/8	3/4	737		articAccentBelow					
62	61	361/2	361/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	738		articAccentBelow					
62	61	181	181	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	739		articAccentBelow					
62	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	740		articAccentBelow					
62	61	182	182	0.375	3/8	3/8	Chord	6/8	2	1	3/32		1/8	3/4	741		articAccentBelow					
62	61	1459/8	1459/8	0.375	15/32	15/32	Chord	6/8	2	1	3/32		1/8	3/4	742		articAccentBelow					
62	61	731/4	731/4	0.375	9/16	9/16	Chord	6/8	2	1	3/32		1/8	3/4	743		articAccentBelow					
62	61	1465/8	1465/8	0.375	21/32	21/32	Chord	6/8	2	1	3/32		1/8	3/4	744		articAccentBelow					
63	62	367/2	367/2	0.0	0	0	Dynamic	6/8	1	1	0					ff						
63	62	367/2	367/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	745		articAccentBelow					
63	62	185	185	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	746		articAccentAbove					
63	62	367/2	367/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	747		articAccentBelow					
63	62	185	185	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	748		articAccentAbove					
64	63	373/2	373/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	749		articAccentBelow					
64	63	188	188	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	750		articAccentAbove					
64	63	373/2	373/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	751		articAccentBelow					
64	63	188	188	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	752		articAccentAbove					
65	64	379/2	379/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	753		articAccentBelow					
65	64	191	191	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	754		articAccentAbove					
65	64	192	192	0.0	5/8	5/8	Dynamic	6/8	1	1	0					f						
65	64	192	192	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	755				21			
65	64	379/2	379/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	756		articAccentBelow					
65	64	191	191	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	757		articAccentAbove					
66	65	385/2	385/2	0.0	0	0	Spanner	6/8	1	1	0								21			6
66	65	385/2	385/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	758				21			6
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	759				21			6
66	65	194	194	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	760				21			6
66	65	195	195	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	761				21			6
66	65	385/2	385/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	762				22			
66	65	771/4	771/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	763				22			
66	65	193	193	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	764				22			
66	65	773/4	773/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	765				22			
66	65	387/2	387/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	766				22			
66	65	775/4	775/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	767				22			
66	65	194	194	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	768				22			
66	65	777/4	777/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	769				22			
66	65	389/2	389/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	770				22			
66	65	779/4	779/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	771				22			
66	65	195	195	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	772				22			
66	65	781/4	781/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	773				22			
67	66	391/2	391/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	774				21			6
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	775				21			6
67	66	197	197	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sfz			21			
67	66	197	197	0.0	3/8	3/8	Spanner	6/8	1	1	0								21			
67	66	197	197	0.0	3/8	3/8	Spanner	6/8	1	1	0								21		1	
67	66	197	197	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	776				21		1	
67	66	198	198	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	777		articStaccatoAbove				1	
67	66	391/2	391/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	778				22			
67	66	783/4	783/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	779				22			
67	66	196	196	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	780				22			
67	66	785/4	785/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	781				22			
67	66	393/2	393/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	782				22			
67	66	787/4	787/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	783							
67	66	197	197	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	784				23			
67	66	789/4	789/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	785				23			
67	66	395/2	395/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	786				23			
67	66	791/4	791/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	787				23			
67	66	198	198	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	788				23			
67	66	793/4	793/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	789							
68	67	397/2	397/2	0.0	0	0	Spanner	6/8	1	1	0											
68	67	397/2	397/2	0.0	0	0	Spanner	6/8	1	1	0											7
68	67	397/2	397/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	790				24			7
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	791				24			7
68	67	200	200	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	792				24			7
68	67	201	201	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	793				24			7
68	67	397/2	397/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	794				25			
68	67	795/4	795/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	795				25			
68	67	199	199	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	796				25			
68	67	797/4	797/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	797				25			
68	67	399/2	399/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	798				25			
68	67	799/4	799/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	799				25			
68	67	200	200	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	800				25			
68	67	801/4	801/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	801				25			
68	67	401/2	401/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	802				25			
68	67	803/4	803/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	803				25			
68	67	201	201	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	804				25			
68	67	805/4	805/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	805				25			
69	68	403/2	403/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	806				24			7
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	807				24			7
69	68	203	203	0.0	3/8	3/8	Dynamic	6/8	1	1	0					sfz			24			
69	68	203	203	0.0	3/8	3/8	Spanner	6/8	1	1	0								24			
69	68	203	203	0.0	3/8	3/8	Spanner	6/8	1	1	0								24		2	
69	68	203	203	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	808				24		2	
69	68	204	204	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	809		articStaccatoAbove				2	
69	68	403/2	403/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	810				25			
69	68	807/4	807/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	811				25			
69	68	202	202	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	812				25			
69	68	809/4	809/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	813				25			
69	68	405/2	405/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	814				25			
69	68	811/4	811/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	815							
69	68	203	203	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	816				26			
69	68	813/4	813/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	817				26			
69	68	407/2	407/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	818				26			
69	68	815/4	815/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	819				26			
69	68	204	204	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	820				26			
69	68	817/4	817/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	821							
70	69	409/2	409/2	0.0	0	0	Spanner	6/8	1	1	0											
70	69	409/2	409/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	822		articAccentAbove					
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	823							
70	69	206	206	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	824		articAccentAbove					
70	69	207	207	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	825		articStaccatoAbove					
70	69	409/2	409/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	826				27			
70	69	819/4	819/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	827				27			
70	69	205	205	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	828				27			
70	69	821/4	821/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	829				27			
70	69	411/2	411/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	830				27			
70	69	823/4	823/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	831							
70	69	206	206	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	832				28			
70	69	825/4	825/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	833				28			
70	69	413/2	413/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	834				28			
70	69	827/4	827/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	835				28			
70	69	207	207	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	836				28			
70	69	829/4	829/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	837							
71	70	415/2	415/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	838		articAccentAbove					
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	839							
71	70	209	209	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	840		articAccentAbove					
71	70	210	210	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	841		articStaccatoBelow					
71	70	415/2	415/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	842				29			
71	70	831/4	831/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	843				29			
71	70	208	208	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	844				29			
71	70	833/4	833/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	845				29			
71	70	417/2	417/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	846				29			
71	70	835/4	835/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	847							
71	70	209	209	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	848				30			
71	70	837/4	837/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	849				30			
71	70	419/2	419/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	850				30			
71	70	839/4	839/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	851				30			
71	70	210	210	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	852				30			
71	70	841/4	841/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	853							
72	71	421/2	421/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	854		articAccentBelow					
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	855							
72	71	212	212	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	856		articAccentBelow					
72	71	213	213	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	857		articStaccatoBelow					
72	71	421/2	421/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	858				31			
72	71	843/4	843/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	859				31			
72	71	211	211	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	860				31			
72	71	845/4	845/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	861				31			
72	71	423/2	423/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	862				31			
72	71	847/4	847/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	863							
72	71	212	212	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	864				32			
72	71	849/4	849/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	865				32			
72	71	425/2	425/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	866				32			
72	71	851/4	851/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	867				32			
72	71	213	213	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	868				32			
72	71	853/4	853/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	869							
73	72	427/2	427/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	870		articAccentBelow					
73	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	871							
73	72	215	215	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	872		articAccentBelow					
73	72	216	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	873		articStaccatoAbove					
73	72	427/2	427/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	874				33			
73	72	855/4	855/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	875				33			
73	72	214	214	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	876				33			
73	72	857/4	857/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	877				33			
73	72	429/2	429/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	878				33			
73	72	859/4	859/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	879							
73	72	215	215	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	880				34			
73	72	861/4	861/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	881				34			
73	72	431/2	431/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	882				34			
73	72	863/4	863/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	883				34			
73	72	216	216	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	884				34			
73	72	865/4	865/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	885							
74	73	433/2	433/2	0.0	0	0	Dynamic	6/8	1	1	0					f						
74	73	433/2	433/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	886				35			
74	73	867/4	867/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	887				35			
74	73	217	217	0.0	1/8	1/8	Spanner	6/8	1	1	0								35			8
74	73	217	217	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	888				35			8
74	73	869/4	869/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	889				35			8
74	73	435/2	435/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	890				35			8
74	73	871/4	871/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	891				35			8
74	73	218	218	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	892				35			8
74	73	873/4	873/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	893				35			8
74	73	437/2	437/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	894				35			8
74	73	875/4	875/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	895				35			8
74	73	219	219	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	896				35			8
74	73	877/4	877/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	897							8
74	73	433/2	433/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	898							
74	73	435/2	435/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	899							
74	73	218	218	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	900							
74	73	219	219	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	901							
75	74	439/2	439/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	902				36			8
75	74	879/4	879/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	903				36			8
75	74	220	220	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	904				36			8
75	74	881/4	881/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	905				36			8
75	74	441/2	441/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	906				36			8
75	74	883/4	883/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	907				36			8
75	74	221	221	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	908				36			8
75	74	885/4	885/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	909				36			8
75	74	443/2	443/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	910				36			8
75	74	887/4	887/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	911				36			8
75	74	222	222	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	912				36			8
75	74	889/4	889/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	913							8
75	74	439/2	439/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	914							
75	74	441/2	441/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	915							
75	74	221	221	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	916							
75	74	222	222	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	917							
76	75	445/2	445/2	0.0	0	0	Spanner	6/8	1	1	0											
76	75	445/2	445/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	918				37			
76	75	891/4	891/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	919				37			
76	75	223	223	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	920				37			
76	75	893/4	893/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	921				37			
76	75	447/2	447/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	922				37			
76	75	895/4	895/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	923				37			
76	75	224	224	0.0	3/8	3/8	Spanner	6/8	1	1	0								37			9
76	75	224	224	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	924				37			9
76	75	897/4	897/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	925				37			9
76	75	449/2	449/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	926				37			9
76	75	899/4	899/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	927				37			9
76	75	225	225	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	928				37			9
76	75	901/4	901/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	929				37			9
76	75	445/2	445/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	930							
76	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	931							
76	75	224	224	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	932							
76	75	225	225	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	933							
77	76	451/2	451/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	934				37			9
77	76	903/4	903/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	935				37			9
77	76	226	226	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	936				37			9
77	76	905/4	905/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	937				37			9
77	76	453/2	453/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	938				37			9
77	76	907/4	907/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	939				37			9
77	76	227	227	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	940				37			9
77	76	909/4	909/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	941				37			9
77	76	455/2	455/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	942				37			9
77	76	911/4	911/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	943				37			9
77	76	228	228	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	944				37			9
77	76	913/4	913/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	945				37			9
77	76	451/2	451/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	946							
77	76	453/2	453/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	947							
77	76	227	227	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	948							
77	76	228	228	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	949							
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	1	1	0					ff						
78	77	457/2	457/2	0.0	0	0	Spanner	6/8	1	1	0											
78	77	457/2	457/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	950							
78	77	230	230	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	951							
78	77	457/2	457/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	952							
78	77	230	230	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	953							
79	78	463/2	463/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	954							
79	78	463/2	463/2	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	955							
79	78	463/2	463/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	956							
